treatment_num,salinity_treat,temp_treat,replicate_num,spore_release_date,analysis_date,days_post_release,settled_spore_count,settled_germ_tube_spores,area_um2,settled_spore_density,germ_tube_density,settlement_density_per_um2,settlement_density,view,image,oogonia_count,oogonia_density_per_um2,oogonia_density,gam_count,gam_density_per_um2,gam_density,gam_percent_cover,sex,m_f_ratio,gam_number,gam_size_wrong,gam_size_um2,sporophyte_count,sporophyte_density_per_um2,sporophyte_density,sporophyte_percent_cover,sporophyte_num,sporophyte_size_wrong_um2_next_is_mm2,sporophyte_size_um2,sporophyte_height_mm,blade_num,blade_wet_mass,blade_dry_mass,blade_length_cm,blade_width_cm,blade_thickness_mm,blade_area_cm2,cross_sec_num,cell_type,cell_num,cell_area_wrong,cell_area_um2
2,amb,inc,5,2024-04-30,45434,22,,,4949.914,,,,,1,IMG_1658,,,,31,0.006262735,6262.73507,0.836802417,,,2,0.01452,1.452,,,,,,,,,,,,,,,,,,,,
2,amb,inc,5,2024-04-30,45434,22,,,4949.914,,,,,1,IMG_1658,,,,31,0.006262735,6262.73507,0.836802417,,,3,0.00869,0.869,,,,,,,,,,,,,,,,,,,,
2,amb,inc,5,2024-04-30,45434,22,,,4949.914,,,,,1,IMG_1658,,,,31,0.006262735,6262.73507,0.836802417,,,4,0.01265,1.265,,,,,,,,,,,,,,,,,,,,
2,amb,inc,5,2024-04-30,45434,22,,,4949.914,,,,,1,IMG_1658,,,,31,0.006262735,6262.73507,0.836802417,,,5,0.01343,1.343,,,,,,,,,,,,,,,,,,,,
2,amb,inc,5,2024-04-30,45434,22,,,4949.914,,,,,1,IMG_1658,,,,31,0.006262735,6262.73507,0.836802417,,,6,0.00733,0.733,,,,,,,,,,,,,,,,,,,,
2,amb,inc,5,2024-04-30,45434,22,,,4949.914,,,,,1,IMG_1658,,,,31,0.006262735,6262.73507,0.836802417,,,7,0.01521,1.521,,,,,,,,,,,,,,,,,,,,
2,amb,inc,5,2024-04-30,45434,22,,,4949.914,,,,,1,IMG_1658,,,,31,0.006262735,6262.73507,0.836802417,,,8,0.01799,1.799,,,,,,,,,,,,,,,,,,,,
2,amb,inc,5,2024-04-30,45434,22,,,4949.914,,,,,1,IMG_1658,,,,31,0.006262735,6262.73507,0.836802417,,,9,0.01718,1.718,,,,,,,,,,,,,,,,,,,,
2,amb,inc,5,2024-04-30,45434,22,,,4949.914,,,,,1,IMG_1658,,,,31,0.006262735,6262.73507,0.836802417,,,10,0.01595,1.595,,,,,,,,,,,,,,,,,,,,
2,amb,inc,5,2024-04-30,45434,22,,,4949.914,,,,,1,IMG_1658,,,,31,0.006262735,6262.73507,0.836802417,,,11,0.01322,1.322,,,,,,,,,,,,,,,,,,,,
2,amb,inc,5,2024-04-30,45434,22,,,4949.914,,,,,1,IMG_1658,,,,31,0.006262735,6262.73507,0.836802417,,,12,0.01237,1.237,,,,,,,,,,,,,,,,,,,,
2,amb,inc,5,2024-04-30,45434,22,,,4949.914,,,,,1,IMG_1658,,,,31,0.006262735,6262.73507,0.836802417,,,13,0.01009,1.009,,,,,,,,,,,,,,,,,,,,
2,amb,inc,5,2024-04-30,45434,22,,,4949.914,,,,,1,IMG_1658,,,,31,0.006262735,6262.73507,0.836802417,,,14,0.01238,1.238,,,,,,,,,,,,,,,,,,,,
2,amb,inc,5,2024-04-30,45434,22,,,4949.914,,,,,1,IMG_1658,,,,31,0.006262735,6262.73507,0.836802417,,,15,0.01605,1.605,,,,,,,,,,,,,,,,,,,,
2,amb,inc,5,2024-04-30,45434,22,,,4949.914,,,,,2,IMG_1660,,,,31,0.006262735,6262.73507,0.836802417,,,16,0.02171,2.171,,,,,,,,,,,,,,,,,,,,
2,amb,inc,5,2024-04-30,45434,22,,,4949.914,,,,,2,IMG_1660,,,,31,0.006262735,6262.73507,0.836802417,,,17,0.01527,1.527,,,,,,,,,,,,,,,,,,,,
2,amb,inc,5,2024-04-30,45434,22,,,4949.914,,,,,2,IMG_1660,,,,31,0.006262735,6262.73507,0.836802417,,,18,0.01927,1.927,,,,,,,,,,,,,,,,,,,,
2,amb,inc,5,2024-04-30,45434,22,,,4949.914,,,,,2,IMG_1660,,,,31,0.006262735,6262.73507,0.836802417,,,19,0.01235,1.235,,,,,,,,,,,,,,,,,,,,
2,amb,inc,5,2024-04-30,45434,22,,,4949.914,,,,,2,IMG_1660,,,,31,0.006262735,6262.73507,0.836802417,,,20,0.01369,1.369,,,,,,,,,,,,,,,,,,,,
2,amb,inc,5,2024-04-30,45434,22,,,4949.914,,,,,2,IMG_1660,,,,31,0.006262735,6262.73507,0.836802417,,,21,0.01262,1.262,,,,,,,,,,,,,,,,,,,,
2,amb,inc,5,2024-04-30,45434,22,,,4949.914,,,,,2,IMG_1660,,,,31,0.006262735,6262.73507,0.836802417,,,22,0.01109,1.109,,,,,,,,,,,,,,,,,,,,
2,amb,inc,5,2024-04-30,45434,22,,,4949.914,,,,,2,IMG_1660,,,,31,0.006262735,6262.73507,0.836802417,,,23,0.0146,1.46,,,,,,,,,,,,,,,,,,,,
2,amb,inc,5,2024-04-30,45434,22,,,4949.914,,,,,2,IMG_1660,,,,31,0.006262735,6262.73507,0.836802417,,,24,0.01294,1.294,,,,,,,,,,,,,,,,,,,,
2,amb,inc,5,2024-04-30,45434,22,,,4949.914,,,,,3,IMG_1663,,,,31,0.006262735,6262.73507,0.836802417,,,25,0.0137,1.37,,,,,,,,,,,,,,,,,,,,
2,amb,inc,5,2024-04-30,45434,22,,,4949.914,,,,,3,IMG_1663,,,,31,0.006262735,6262.73507,0.836802417,,,26,0.01155,1.155,,,,,,,,,,,,,,,,,,,,
2,amb,inc,5,2024-04-30,45434,22,,,4949.914,,,,,3,IMG_1663,,,,31,0.006262735,6262.73507,0.836802417,,,27,0.01408,1.408,,,,,,,,,,,,,,,,,,,,
2,amb,inc,5,2024-04-30,45434,22,,,4949.914,,,,,3,IMG_1663,,,,31,0.006262735,6262.73507,0.836802417,,,28,0.01167,1.167,,,,,,,,,,,,,,,,,,,,
2,amb,inc,5,2024-04-30,45434,22,,,4949.914,,,,,3,IMG_1663,,,,31,0.006262735,6262.73507,0.836802417,,,29,0.01022,1.022,,,,,,,,,,,,,,,,,,,,
2,amb,inc,5,2024-04-30,45434,22,,,4949.914,,,,,3,IMG_1663,,,,31,0.006262735,6262.73507,0.836802417,,,30,0.00714,0.714,,,,,,,,,,,,,,,,,,,,
2,amb,inc,5,2024-04-30,45434,22,,,4949.914,,,,,3,IMG_1663,,,,31,0.006262735,6262.73507,0.836802417,,,31,0.01182,1.182,,,,,,,,,,,,,,,,,,,,
2,amb,inc,6,2024-04-30,45434,22,,,4988.998,,,,,1,IMG_1664,,,,34,0.006814996,6814.995717,0.816216002,,,1,0.01721,1.721,,,,,,,,,,,,,,,,,,,,
2,amb,inc,6,2024-04-30,45434,22,,,4988.998,,,,,1,IMG_1664,,,,34,0.006814996,6814.995717,0.816216002,,,2,0.01757,1.757,,,,,,,,,,,,,,,,,,,,
2,amb,inc,6,2024-04-30,45434,22,,,4988.998,,,,,1,IMG_1664,,,,34,0.006814996,6814.995717,0.816216002,,,3,0.00926,0.926,,,,,,,,,,,,,,,,,,,,
2,amb,inc,6,2024-04-30,45434,22,,,4988.998,,,,,1,IMG_1664,,,,34,0.006814996,6814.995717,0.816216002,,,4,0.00831,0.831,,,,,,,,,,,,,,,,,,,,
2,amb,inc,6,2024-04-30,45434,22,,,4988.998,,,,,1,IMG_1664,,,,34,0.006814996,6814.995717,0.816216002,,,5,0.00919,0.919,,,,,,,,,,,,,,,,,,,,
2,amb,inc,6,2024-04-30,45434,22,,,4988.998,,,,,1,IMG_1664,,,,34,0.006814996,6814.995717,0.816216002,,,6,0.00522,0.522,,,,,,,,,,,,,,,,,,,,
2,amb,inc,6,2024-04-30,45434,22,,,4988.998,,,,,1,IMG_1664,,,,34,0.006814996,6814.995717,0.816216002,,,7,0.01324,1.324,,,,,,,,,,,,,,,,,,,,
2,amb,inc,6,2024-04-30,45434,22,,,4988.998,,,,,1,IMG_1664,,,,34,0.006814996,6814.995717,0.816216002,,,8,0.0156,1.56,,,,,,,,,,,,,,,,,,,,
2,amb,inc,6,2024-04-30,45434,22,,,4988.998,,,,,1,IMG_1664,,,,34,0.006814996,6814.995717,0.816216002,,,9,0.01194,1.194,,,,,,,,,,,,,,,,,,,,
2,amb,inc,6,2024-04-30,45434,22,,,4988.998,,,,,1,IMG_1664,,,,34,0.006814996,6814.995717,0.816216002,,,10,0.01534,1.534,,,,,,,,,,,,,,,,,,,,
2,amb,inc,6,2024-04-30,45434,22,,,4988.998,,,,,1,IMG_1664,,,,34,0.006814996,6814.995717,0.816216002,,,11,0.01435,1.435,,,,,,,,,,,,,,,,,,,,
2,amb,inc,6,2024-04-30,45434,22,,,4988.998,,,,,1,IMG_1664,,,,34,0.006814996,6814.995717,0.816216002,,,12,0.00529,0.529,,,,,,,,,,,,,,,,,,,,
2,amb,inc,6,2024-04-30,45434,22,,,4988.998,,,,,2,IMG_1665,,,,34,0.006814996,6814.995717,0.816216002,,,13,0.00907,0.907,,,,,,,,,,,,,,,,,,,,
2,amb,inc,6,2024-04-30,45434,22,,,4988.998,,,,,2,IMG_1665,,,,34,0.006814996,6814.995717,0.816216002,,,14,0.00854,0.854,,,,,,,,,,,,,,,,,,,,
2,amb,inc,6,2024-04-30,45434,22,,,4988.998,,,,,2,IMG_1665,,,,34,0.006814996,6814.995717,0.816216002,,,15,0.00696,0.696,,,,,,,,,,,,,,,,,,,,
2,amb,inc,6,2024-04-30,45434,22,,,4988.998,,,,,2,IMG_1665,,,,34,0.006814996,6814.995717,0.816216002,,,16,0.0076,0.76,,,,,,,,,,,,,,,,,,,,
2,amb,inc,6,2024-04-30,45434,22,,,4988.998,,,,,2,IMG_1665,,,,34,0.006814996,6814.995717,0.816216002,,,17,0.00901,0.901,,,,,,,,,,,,,,,,,,,,
2,amb,inc,6,2024-04-30,45434,22,,,4988.998,,,,,2,IMG_1665,,,,34,0.006814996,6814.995717,0.816216002,,,18,0.00801,0.801,,,,,,,,,,,,,,,,,,,,
2,amb,inc,6,2024-04-30,45434,22,,,4988.998,,,,,2,IMG_1665,,,,34,0.006814996,6814.995717,0.816216002,,,19,0.01045,1.045,,,,,,,,,,,,,,,,,,,,
2,amb,inc,6,2024-04-30,45434,22,,,4988.998,,,,,2,IMG_1665,,,,34,0.006814996,6814.995717,0.816216002,,,20,0.00866,0.866,,,,,,,,,,,,,,,,,,,,
2,amb,inc,6,2024-04-30,45434,22,,,4988.998,,,,,2,IMG_1665,,,,34,0.006814996,6814.995717,0.816216002,,,21,0.01361,1.361,,,,,,,,,,,,,,,,,,,,
2,amb,inc,6,2024-04-30,45434,22,,,4988.998,,,,,3,IMG_1666,,,,34,0.006814996,6814.995717,0.816216002,,,22,0.01506,1.506,,,,,,,,,,,,,,,,,,,,
2,amb,inc,6,2024-04-30,45434,22,,,4988.998,,,,,3,IMG_1666,,,,34,0.006814996,6814.995717,0.816216002,,,23,0.01208,1.208,,,,,,,,,,,,,,,,,,,,
2,amb,inc,6,2024-04-30,45434,22,,,4988.998,,,,,3,IMG_1666,,,,34,0.006814996,6814.995717,0.816216002,,,24,0.00908,0.908,,,,,,,,,,,,,,,,,,,,
2,amb,inc,6,2024-04-30,45434,22,,,4988.998,,,,,3,IMG_1666,,,,34,0.006814996,6814.995717,0.816216002,,,25,0.01104,1.104,,,,,,,,,,,,,,,,,,,,
2,amb,inc,6,2024-04-30,45434,22,,,4988.998,,,,,3,IMG_1666,,,,34,0.006814996,6814.995717,0.816216002,,,26,0.01196,1.196,,,,,,,,,,,,,,,,,,,,
2,amb,inc,6,2024-04-30,45434,22,,,4988.998,,,,,3,IMG_1666,,,,34,0.006814996,6814.995717,0.816216002,,,27,0.02601,2.601,,,,,,,,,,,,,,,,,,,,
2,amb,inc,6,2024-04-30,45434,22,,,4988.998,,,,,3,IMG_1666,,,,34,0.006814996,6814.995717,0.816216002,,,28,0.00939,0.939,,,,,,,,,,,,,,,,,,,,
2,amb,inc,6,2024-04-30,45434,22,,,4988.998,,,,,3,IMG_1666,,,,34,0.006814996,6814.995717,0.816216002,,,29,0.00746,0.746,,,,,,,,,,,,,,,,,,,,
2,amb,inc,6,2024-04-30,45434,22,,,4988.998,,,,,3,IMG_1666,,,,34,0.006814996,6814.995717,0.816216002,,,30,0.00993,0.993,,,,,,,,,,,,,,,,,,,,
2,amb,inc,6,2024-04-30,45434,22,,,4988.998,,,,,3,IMG_1666,,,,34,0.006814996,6814.995717,0.816216002,,,31,0.01096,1.096,,,,,,,,,,,,,,,,,,,,
2,amb,inc,6,2024-04-30,45434,22,,,4988.998,,,,,3,IMG_1666,,,,34,0.006814996,6814.995717,0.816216002,,,32,0.0192,1.92,,,,,,,,,,,,,,,,,,,,
2,amb,inc,6,2024-04-30,45434,22,,,4988.998,,,,,3,IMG_1666,,,,34,0.006814996,6814.995717,0.816216002,,,33,0.02608,2.608,,,,,,,,,,,,,,,,,,,,
2,amb,inc,6,2024-04-30,45434,22,,,4988.998,,,,,3,IMG_1666,,,,34,0.006814996,6814.995717,0.816216002,,,34,0.01453,1.453,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,1,IMG_1670,,,,44,0.008931346,8931.346163,1.220123378,,,1,0.01855,1.855,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,1,IMG_1670,,,,44,0.008931346,8931.346163,1.220123378,,,2,0.01643,1.643,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,1,IMG_1670,,,,44,0.008931346,8931.346163,1.220123378,,,3,0.01501,1.501,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,1,IMG_1670,,,,44,0.008931346,8931.346163,1.220123378,,,4,0.01292,1.292,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,1,IMG_1670,,,,44,0.008931346,8931.346163,1.220123378,,,5,0.02802,2.802,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,1,IMG_1670,,,,44,0.008931346,8931.346163,1.220123378,,,6,0.00914,0.914,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,1,IMG_1670,,,,44,0.008931346,8931.346163,1.220123378,,,7,0.01343,1.343,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,1,IMG_1670,,,,44,0.008931346,8931.346163,1.220123378,,,8,0.01355,1.355,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,1,IMG_1670,,,,44,0.008931346,8931.346163,1.220123378,,,9,0.01224,1.224,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,1,IMG_1670,,,,44,0.008931346,8931.346163,1.220123378,,,10,0.02102,2.102,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,1,IMG_1670,,,,44,0.008931346,8931.346163,1.220123378,,,11,0.00953,0.953,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,1,IMG_1670,,,,44,0.008931346,8931.346163,1.220123378,,,12,0.01045,1.045,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,1,IMG_1670,,,,44,0.008931346,8931.346163,1.220123378,,,13,0.00928,0.928,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,2,IMG_1671,,,,44,0.008931346,8931.346163,1.220123378,,,14,0.01231,1.231,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,2,IMG_1671,,,,44,0.008931346,8931.346163,1.220123378,,,15,0.02147,2.147,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,2,IMG_1671,,,,44,0.008931346,8931.346163,1.220123378,,,16,0.00798,0.798,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,2,IMG_1671,,,,44,0.008931346,8931.346163,1.220123378,,,17,0.00953,0.953,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,2,IMG_1671,,,,44,0.008931346,8931.346163,1.220123378,,,18,0.01202,1.202,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,2,IMG_1671,,,,44,0.008931346,8931.346163,1.220123378,,,19,0.01196,1.196,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,2,IMG_1671,,,,44,0.008931346,8931.346163,1.220123378,,,20,0.00837,0.837,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,2,IMG_1671,,,,44,0.008931346,8931.346163,1.220123378,,,21,0.01528,1.528,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,2,IMG_1671,,,,44,0.008931346,8931.346163,1.220123378,,,22,0.0122,1.22,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,2,IMG_1671,,,,44,0.008931346,8931.346163,1.220123378,,,23,0.01721,1.721,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,2,IMG_1671,,,,44,0.008931346,8931.346163,1.220123378,,,24,0.01361,1.361,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,2,IMG_1671,,,,44,0.008931346,8931.346163,1.220123378,,,25,0.01328,1.328,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,2,IMG_1671,,,,44,0.008931346,8931.346163,1.220123378,,,26,0.01341,1.341,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,2,IMG_1671,,,,44,0.008931346,8931.346163,1.220123378,,,27,0.01118,1.118,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,2,IMG_1671,,,,44,0.008931346,8931.346163,1.220123378,,,28,0.00627,0.627,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,3,IMG_1673,,,,44,0.008931346,8931.346163,1.220123378,,,29,0.00951,0.951,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,3,IMG_1673,,,,44,0.008931346,8931.346163,1.220123378,,,30,0.01905,1.905,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,3,IMG_1673,,,,44,0.008931346,8931.346163,1.220123378,,,31,0.01677,1.677,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,3,IMG_1673,,,,44,0.008931346,8931.346163,1.220123378,,,32,0.01457,1.457,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,3,IMG_1673,,,,44,0.008931346,8931.346163,1.220123378,,,33,0.01553,1.553,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,3,IMG_1673,,,,44,0.008931346,8931.346163,1.220123378,,,34,0.0108,1.08,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,3,IMG_1673,,,,44,0.008931346,8931.346163,1.220123378,,,35,0.02036,2.036,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,3,IMG_1673,,,,44,0.008931346,8931.346163,1.220123378,,,36,0.01936,1.936,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,3,IMG_1673,,,,44,0.008931346,8931.346163,1.220123378,,,37,0.00868,0.868,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,3,IMG_1673,,,,44,0.008931346,8931.346163,1.220123378,,,38,0.01375,1.375,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,3,IMG_1673,,,,44,0.008931346,8931.346163,1.220123378,,,39,0.0127,1.27,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,3,IMG_1673,,,,44,0.008931346,8931.346163,1.220123378,,,40,0.00952,0.952,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,3,IMG_1673,,,,44,0.008931346,8931.346163,1.220123378,,,41,0.01353,1.353,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,3,IMG_1673,,,,44,0.008931346,8931.346163,1.220123378,,,42,0.01397,1.397,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,3,IMG_1673,,,,44,0.008931346,8931.346163,1.220123378,,,43,0.01626,1.626,,,,,,,,,,,,,,,,,,,,
3,dec,amb,1,2024-04-30,45434,22,,,4926.469,,,,,3,IMG_1673,,,,44,0.008931346,8931.346163,1.220123378,,,44,0.01108,1.108,,,,,,,,,,,,,,,,,,,,
3,dec,amb,2,2024-04-30,45434,22,,,4957.576,,,,,1,IMG_1677,,,,38,0.007665036,7665.0363,0.965713889,,,1,0.01136,1.136,,,,,,,,,,,,,,,,,,,,
3,dec,amb,2,2024-04-30,45434,22,,,4957.576,,,,,1,IMG_1677,,,,38,0.007665036,7665.0363,0.965713889,,,2,0.02103,2.103,,,,,,,,,,,,,,,,,,,,
3,dec,amb,2,2024-04-30,45434,22,,,4957.576,,,,,1,IMG_1677,,,,38,0.007665036,7665.0363,0.965713889,,,3,0.01389,1.389,,,,,,,,,,,,,,,,,,,,
3,dec,amb,2,2024-04-30,45434,22,,,4957.576,,,,,1,IMG_1677,,,,38,0.007665036,7665.0363,0.965713889,,,4,0.01535,1.535,,,,,,,,,,,,,,,,,,,,
3,dec,amb,2,2024-04-30,45434,22,,,4957.576,,,,,1,IMG_1677,,,,38,0.007665036,7665.0363,0.965713889,,,5,0.02054,2.054,,,,,,,,,,,,,,,,,,,,
3,dec,amb,2,2024-04-30,45434,22,,,4957.576,,,,,1,IMG_1677,,,,38,0.007665036,7665.0363,0.965713889,,,6,0.01631,1.631,,,,,,,,,,,,,,,,,,,,
3,dec,amb,2,2024-04-30,45434,22,,,4957.576,,,,,1,IMG_1677,,,,38,0.007665036,7665.0363,0.965713889,,,7,0.01338,1.338,,,,,,,,,,,,,,,,,,,,
3,dec,amb,2,2024-04-30,45434,22,,,4957.576,,,,,1,IMG_1677,,,,38,0.007665036,7665.0363,0.965713889,,,8,0.00858,0.858,,,,,,,,,,,,,,,,,,,,
3,dec,amb,2,2024-04-30,45434,22,,,4957.576,,,,,1,IMG_1677,,,,38,0.007665036,7665.0363,0.965713889,,,9,0.01737,1.737,,,,,,,,,,,,,,,,,,,,
3,dec,amb,2,2024-04-30,45434,22,,,4957.576,,,,,1,IMG_1677,,,,38,0.007665036,7665.0363,0.965713889,,,10,0.0077,0.77,,,,,,,,,,,,,,,,,,,,
3,dec,amb,2,2024-04-30,45434,22,,,4957.576,,,,,1,IMG_1677,,,,38,0.007665036,7665.0363,0.965713889,,,11,0.01192,1.192,,,,,,,,,,,,,,,,,,,,
3,dec,amb,2,2024-04-30,45434,22,,,4957.576,,,,,1,IMG_1677,,,,38,0.007665036,7665.0363,0.965713889,,,12,0.01379,1.379,,,,,,,,,,,,,,,,,,,,
3,dec,amb,2,2024-04-30,45434,22,,,4957.576,,,,,1,IMG_1677,,,,38,0.007665036,7665.0363,0.965713889,,,13,0.01532,1.532,,,,,,,,,,,,,,,,,,,,
3,dec,amb,2,2024-04-30,45434,22,,,4957.576,,,,,2,IMG_1678,,,,38,0.007665036,7665.0363,0.965713889,,,14,0.01664,1.664,,,,,,,,,,,,,,,,,,,,
3,dec,amb,2,2024-04-30,45434,22,,,4957.576,,,,,2,IMG_1678,,,,38,0.007665036,7665.0363,0.965713889,,,15,0.00746,0.746,,,,,,,,,,,,,,,,,,,,
3,dec,amb,2,2024-04-30,45434,22,,,4957.576,,,,,2,IMG_1678,,,,38,0.007665036,7665.0363,0.965713889,,,16,0.01296,1.296,,,,,,,,,,,,,,,,,,,,
3,dec,amb,2,2024-04-30,45434,22,,,4957.576,,,,,2,IMG_1678,,,,38,0.007665036,7665.0363,0.965713889,,,17,0.00736,0.736,,,,,,,,,,,,,,,,,,,,
3,dec,amb,2,2024-04-30,45434,22,,,4957.576,,,,,2,IMG_1678,,,,38,0.007665036,7665.0363,0.965713889,,,18,0.01184,1.184,,,,,,,,,,,,,,,,,,,,
3,dec,amb,2,2024-04-30,45434,22,,,4957.576,,,,,2,IMG_1678,,,,38,0.007665036,7665.0363,0.965713889,,,19,0.01087,1.087,,,,,,,,,,,,,,,,,,,,
3,dec,amb,2,2024-04-30,45434,22,,,4957.576,,,,,2,IMG_1678,,,,38,0.007665036,7665.0363,0.965713889,,,20,0.00963,0.963,,,,,,,,,,,,,,,,,,,,
3,dec,amb,2,2024-04-30,45434,22,,,4957.576,,,,,2,IMG_1678,,,,38,0.007665036,7665.0363,0.965713889,,,21,0.00732,0.732,,,,,,,,,,,,,,,,,,,,
3,dec,amb,2,2024-04-30,45434,22,,,4957.576,,,,,2,IMG_1678,,,,38,0.007665036,7665.0363,0.965713889,,,22,0.01095,1.095,,,,,,,,,,,,,,,,,,,,
3,dec,amb,2,2024-04-30,45434,22,,,4957.576,,,,,2,IMG_1678,,,,38,0.007665036,7665.0363,0.965713889,,,23,0.01322,1.322,,,,,,,,,,,,,,,,,,,,
3,dec,amb,2,2024-04-30,45434,22,,,4957.576,,,,,2,IMG_1678,,,,38,0.007665036,7665.0363,0.965713889,,,24,0.01325,1.325,,,,,,,,,,,,,,,,,,,,
3,dec,amb,2,2024-04-30,45434,22,,,4957.576,,,,,2,IMG_1678,,,,38,0.007665036,7665.0363,0.965713889,,,25,0.01454,1.454,,,,,,,,,,,,,,,,,,,,
3,dec,amb,2,2024-04-30,45434,22,,,4957.576,,,,,3,IMG_1679,,,,38,0.007665036,7665.0363,0.965713889,,,26,0.00945,0.945,,,,,,,,,,,,,,,,,,,,
3,dec,amb,2,2024-04-30,45434,22,,,4957.576,,,,,3,IMG_1679,,,,38,0.007665036,7665.0363,0.965713889,,,27,0.00858,0.858,,,,,,,,,,,,,,,,,,,,
3,dec,amb,2,2024-04-30,45434,22,,,4957.576,,,,,3,IMG_1679,,,,38,0.007665036,7665.0363,0.965713889,,,28,0.01615,1.615,,,,,,,,,,,,,,,,,,,,
3,dec,amb,2,2024-04-30,45434,22,,,4957.576,,,,,3,IMG_1679,,,,38,0.007665036,7665.0363,0.965713889,,,29,0.01158,1.158,,,,,,,,,,,,,,,,,,,,
3,dec,amb,2,2024-04-30,45434,22,,,4957.576,,,,,3,IMG_1679,,,,38,0.007665036,7665.0363,0.965713889,,,30,0.01034,1.034,,,,,,,,,,,,,,,,,,,,
